property_id,municipality,state,culture,area_ha,obs_date,ndvi_mean,ndvi_std,evi_mean,cloud_cover_pct,satellite
PR-0103,Umuarama,PR,soja,744.0,2023-07-30,0.326,0.035,0.282,4.8,Sentinel-2
PR-0103,Umuarama,PR,soja,744.0,2023-08-29,0.351,0.07,0.284,15.0,Sentinel-2
PR-0103,Umuarama,PR,soja,744.0,2023-09-28,0.39,0.062,0.363,4.2,Sentinel-2
PR-0103,Umuarama,PR,soja,744.0,2023-10-28,0.378,0.055,0.355,9.8,Sentinel-2
PR-0103,Umuarama,PR,soja,744.0,2023-11-27,0.452,0.077,0.408,9.4,Sentinel-2
PR-0104,Marechal Cândido Rondon,PR,algodão,2951.6,2023-01-01,0.549,0.062,0.484,5.1,Sentinel-2
PR-0104,Marechal Cândido Rondon,PR,algodão,2951.6,2023-01-31,0.564,0.057,0.44,0.7,Sentinel-2
PR-0104,Marechal Cândido Rondon,PR,algodão,2951.6,2023-03-02,0.445,0.033,0.384,3.4,Sentinel-2
PR-0104,Marechal Cândido Rondon,PR,algodão,2951.6,2023-04-01,0.64,0.064,0.534,5.8,Sentinel-2
PR-0104,Marechal Cândido Rondon,PR,algodão,2951.6,2023-05-01,0.312,0.066,0.227,12.8,Sentinel-2
PR-0104,Marechal Cândido Rondon,PR,algodão,2951.6,2023-05-31,0.677,0.059,0.595,20.5,Sentinel-2
PR-0104,Marechal Cândido Rondon,PR,algodão,2951.6,2023-06-30,0.519,0.028,0.445,5.1,Sentinel-2
PR-0104,Marechal Cândido Rondon,PR,algodão,2951.6,2023-07-30,0.502,0.063,0.442,37.1,Sentinel-2
PR-0104,Marechal Cândido Rondon,PR,algodão,2951.6,2023-08-29,0.586,0.034,0.508,5.6,Sentinel-2
PR-0104,Marechal Cândido Rondon,PR,algodão,2951.6,2023-09-28,0.653,0.07,0.555,1.1,Sentinel-2
PR-0104,Marechal Cândido Rondon,PR,algodão,2951.6,2023-10-28,0.55,0.099,0.488,1.5,Sentinel-2
PR-0104,Marechal Cândido Rondon,PR,algodão,2951.6,2023-11-27,0.606,0.05,0.521,4.7,Sentinel-2
PR-0105,Marechal Cândido Rondon,PR,trigo,2358.5,2023-01-01,0.454,0.063,0.407,0.7,Sentinel-2
PR-0105,Marechal Cândido Rondon,PR,trigo,2358.5,2023-01-31,0.573,0.089,0.535,1.3,Sentinel-2
PR-0105,Marechal Cândido Rondon,PR,trigo,2358.5,2023-03-02,0.301,0.062,0.263,4.6,Sentinel-2
PR-0105,Marechal Cândido Rondon,PR,trigo,2358.5,2023-04-01,0.57,0.051,0.485,10.6,Sentinel-2
PR-0105,Marechal Cândido Rondon,PR,trigo,2358.5,2023-05-01,0.481,0.084,0.419,1.5,Sentinel-2
PR-0105,Marechal Cândido Rondon,PR,trigo,2358.5,2023-05-31,0.515,0.046,0.458,11.0,Sentinel-2
PR-0105,Marechal Cândido Rondon,PR,trigo,2358.5,2023-06-30,0.572,0.035,0.475,5.1,Sentinel-2
PR-0105,Marechal Cândido Rondon,PR,trigo,2358.5,2023-07-30,0.688,0.085,0.63,0.1,Sentinel-2
PR-0105,Marechal Cândido Rondon,PR,trigo,2358.5,2023-08-29,0.678,0.05,0.567,9.2,Sentinel-2
PR-0105,Marechal Cândido Rondon,PR,trigo,2358.5,2023-09-28,0.397,0.103,0.357,8.1,Sentinel-2
PR-0105,Marechal Cândido Rondon,PR,trigo,2358.5,2023-10-28,0.763,0.054,0.698,3.3,Sentinel-2
PR-0105,Marechal Cândido Rondon,PR,trigo,2358.5,2023-11-27,0.543,0.059,0.481,8.5,Sentinel-2
PR-0106,Londrina,PR,cana-de-açúcar,2330.8,2023-01-01,0.738,0.033,0.648,9.4,Sentinel-2
PR-0106,Londrina,PR,cana-de-açúcar,2330.8,2023-01-31,0.827,0.071,0.742,8.9,Sentinel-2
PR-0106,Londrina,PR,cana-de-açúcar,2330.8,2023-03-02,0.757,0.057,0.666,4.7,Sentinel-2
PR-0106,Londrina,PR,cana-de-açúcar,2330.8,2023-04-01,0.774,0.063,0.69,1.7,Sentinel-2
PR-0106,Londrina,PR,cana-de-açúcar,2330.8,2023-05-01,0.709,0.061,0.644,14.4,Sentinel-2
PR-0106,Londrina,PR,cana-de-açúcar,2330.8,2023-05-31,0.62,0.087,0.531,9.9,Sentinel-2
PR-0106,Londrina,PR,cana-de-açúcar,2330.8,2023-06-30,0.799,0.087,0.715,18.4,Sentinel-2
PR-0106,Londrina,PR,cana-de-açúcar,2330.8,2023-07-30,0.766,0.012,0.645,18.1,Sentinel-2
PR-0106,Londrina,PR,cana-de-açúcar,2330.8,2023-08-29,0.647,0.046,0.517,8.1,Sentinel-2
PR-0106,Londrina,PR,cana-de-açúcar,2330.8,2023-09-28,0.794,0.074,0.683,4.5,Sentinel-2
PR-0106,Londrina,PR,cana-de-açúcar,2330.8,2023-10-28,0.877,0.04,0.757,0.6,Sentinel-2
PR-0106,Londrina,PR,cana-de-açúcar,2330.8,2023-11-27,0.798,0.063,0.675,3.2,Sentinel-2
PR-0107,Cascavel,PR,trigo,2869.0,2023-01-01,0.668,0.067,0.595,4.0,Sentinel-2
PR-0107,Cascavel,PR,trigo,2869.0,2023-01-31,0.641,0.054,0.55,6.2,Sentinel-2
PR-0107,Cascavel,PR,trigo,2869.0,2023-03-02,0.512,0.072,0.463,2.4,Sentinel-2
PR-0107,Cascavel,PR,trigo,2869.0,2023-04-01,0.724,0.067,0.631,10.4,Sentinel-2
PR-0107,Cascavel,PR,trigo,2869.0,2023-05-01,0.574,0.056,0.47,0.0,Sentinel-2
PR-0107,Cascavel,PR,trigo,2869.0,2023-05-31,0.572,0.079,0.503,1.3,Sentinel-2
PR-0107,Cascavel,PR,trigo,2869.0,2023-06-30,0.517,0.077,0.481,11.8,Sentinel-2
PR-0107,Cascavel,PR,trigo,2869.0,2023-07-30,0.574,0.04,0.502,10.4,Sentinel-2
PR-0107,Cascavel,PR,trigo,2869.0,2023-08-29,0.586,0.053,0.513,9.4,Sentinel-2
PR-0107,Cascavel,PR,trigo,2869.0,2023-09-28,0.757,0.062,0.649,6.1,Sentinel-2
PR-0107,Cascavel,PR,trigo,2869.0,2023-10-28,0.749,0.059,0.649,46.5,Sentinel-2
PR-0107,Cascavel,PR,trigo,2869.0,2023-11-27,0.685,0.049,0.581,15.4,Sentinel-2
PR-0108,Campo Mourão,PR,soja,2531.5,2023-01-01,0.683,0.05,0.613,1.7,Sentinel-2
PR-0108,Campo Mourão,PR,soja,2531.5,2023-01-31,0.744,0.046,0.607,8.0,Sentinel-2
PR-0108,Campo Mourão,PR,soja,2531.5,2023-03-02,0.693,0.067,0.581,1.2,Sentinel-2
PR-0108,Campo Mourão,PR,soja,2531.5,2023-04-01,0.599,0.071,0.551,7.2,Sentinel-2
PR-0108,Campo Mourão,PR,soja,2531.5,2023-05-01,0.604,0.06,0.509,6.1,Sentinel-2
PR-0108,Campo Mourão,PR,soja,2531.5,2023-05-31,0.618,0.071,0.519,43.8,Sentinel-2
PR-0108,Campo Mourão,PR,soja,2531.5,2023-06-30,0.673,0.062,0.587,1.0,Sentinel-2
PR-0108,Campo Mourão,PR,soja,2531.5,2023-07-30,0.611,0.07,0.504,4.9,Sentinel-2
PR-0108,Campo Mourão,PR,soja,2531.5,2023-08-29,0.551,0.023,0.495,20.7,Sentinel-2
PR-0108,Campo Mourão,PR,soja,2531.5,2023-09-28,0.826,0.071,0.721,8.5,Sentinel-2
PR-0108,Campo Mourão,PR,soja,2531.5,2023-10-28,0.5,0.068,0.465,1.1,Sentinel-2
PR-0108,Campo Mourão,PR,soja,2531.5,2023-11-27,0.764,0.063,0.67,2.9,Sentinel-2
PR-0109,Toledo,PR,cana-de-açúcar,1853.1,2023-01-01,0.653,0.074,0.588,7.6,Sentinel-2
PR-0109,Toledo,PR,cana-de-açúcar,1853.1,2023-01-31,0.58,0.072,0.509,3.3,Sentinel-2
PR-0109,Toledo,PR,cana-de-açúcar,1853.1,2023-03-02,0.576,0.032,0.493,9.2,Sentinel-2
PR-0109,Toledo,PR,cana-de-açúcar,1853.1,2023-04-01,0.526,0.043,0.453,26.7,Sentinel-2
PR-0109,Toledo,PR,cana-de-açúcar,1853.1,2023-05-01,0.426,0.066,0.374,2.6,Sentinel-2
PR-0109,Toledo,PR,cana-de-açúcar,1853.1,2023-05-31,0.449,0.061,0.378,3.7,Sentinel-2
PR-0109,Toledo,PR,cana-de-açúcar,1853.1,2023-06-30,0.454,0.073,0.386,12.5,Sentinel-2
PR-0109,Toledo,PR,cana-de-açúcar,1853.1,2023-07-30,0.396,0.047,0.33,1.4,Sentinel-2
PR-0109,Toledo,PR,cana-de-açúcar,1853.1,2023-08-29,0.447,0.054,0.434,9.8,Sentinel-2
PR-0109,Toledo,PR,cana-de-açúcar,1853.1,2023-09-28,0.509,0.046,0.434,9.5,Sentinel-2
PR-0109,Toledo,PR,cana-de-açúcar,1853.1,2023-10-28,0.527,0.038,0.466,2.5,Sentinel-2
PR-0109,Toledo,PR,cana-de-açúcar,1853.1,2023-11-27,0.536,0.046,0.471,1.5,Sentinel-2
PR-0110,Cascavel,PR,algodão,581.0,2023-01-01,0.407,0.054,0.362,4.3,Sentinel-2
PR-0110,Cascavel,PR,algodão,581.0,2023-01-31,0.352,0.048,0.302,34.5,Sentinel-2
PR-0110,Cascavel,PR,algodão,581.0,2023-03-02,0.629,0.056,0.585,5.7,Sentinel-2
PR-0110,Cascavel,PR,algodão,581.0,2023-04-01,0.16,0.033,0.145,1.9,Sentinel-2
PR-0110,Cascavel,PR,algodão,581.0,2023-05-01,0.43,0.063,0.397,19.4,Sentinel-2
PR-0110,Cascavel,PR,algodão,581.0,2023-05-31,0.572,0.048,0.498,20.5,Sentinel-2
PR-0110,Cascavel,PR,algodão,581.0,2023-06-30,0.487,0.066,0.427,7.7,Sentinel-2
PR-0110,Cascavel,PR,algodão,581.0,2023-07-30,0.466,0.077,0.391,0.9,Sentinel-2
PR-0110,Cascavel,PR,algodão,581.0,2023-08-29,0.523,0.068,0.457,5.8,Sentinel-2
PR-0110,Cascavel,PR,algodão,581.0,2023-09-28,0.476,0.073,0.421,4.7,Sentinel-2
PR-0110,Cascavel,PR,algodão,581.0,2023-10-28,0.331,0.05,0.287,2.1,Sentinel-2
PR-0110,Cascavel,PR,algodão,581.0,2023-11-27,0.172,0.071,0.159,2.2,Sentinel-2
PR-0111,Londrina,PR,milho,1157.8,2023-01-01,0.822,0.072,0.736,1.9,Sentinel-2
PR-0111,Londrina,PR,milho,1157.8,2023-01-31,0.723,0.05,0.621,3.7,Sentinel-2
PR-0111,Londrina,PR,milho,1157.8,2023-03-02,0.604,0.063,0.515,3.3,Sentinel-2
PR-0111,Londrina,PR,milho,1157.8,2023-04-01,0.754,0.085,0.661,2.6,Sentinel-2
PR-0111,Londrina,PR,milho,1157.8,2023-05-01,0.703,0.074,0.582,2.0,Sentinel-2
PR-0111,Londrina,PR,milho,1157.8,2023-05-31,0.7,0.057,0.62,12.7,Sentinel-2
PR-0111,Londrina,PR,milho,1157.8,2023-06-30,0.849,0.047,0.717,2.1,Sentinel-2
PR-0111,Londrina,PR,milho,1157.8,2023-07-30,0.528,0.039,0.472,15.9,Sentinel-2
PR-0111,Londrina,PR,milho,1157.8,2023-08-29,0.628,0.082,0.543,4.5,Sentinel-2
PR-0111,Londrina,PR,milho,1157.8,2023-09-28,0.685,0.071,0.585,4.6,Sentinel-2
PR-0111,Londrina,PR,milho,1157.8,2023-10-28,0.727,0.105,0.675,18.3,Sentinel-2
PR-0111,Londrina,PR,milho,1157.8,2023-11-27,0.592,0.055,0.518,37.9,Sentinel-2
PR-0112,Ponta Grossa,PR,soja,1305.8,2023-01-01,0.393,0.065,0.351,2.2,Sentinel-2
PR-0112,Ponta Grossa,PR,soja,1305.8,2023-01-31,0.471,0.057,0.409,10.5,Sentinel-2
PR-0112,Ponta Grossa,PR,soja,1305.8,2023-03-02,0.621,0.057,0.532,0.8,Sentinel-2
PR-0112,Ponta Grossa,PR,soja,1305.8,2023-04-01,0.709,0.043,0.619,9.7,Sentinel-2
PR-0112,Ponta Grossa,PR,soja,1305.8,2023-05-01,0.594,0.034,0.539,11.8,Sentinel-2
PR-0112,Ponta Grossa,PR,soja,1305.8,2023-05-31,0.507,0.074,0.426,12.5,Sentinel-2
PR-0112,Ponta Grossa,PR,soja,1305.8,2023-06-30,0.413,0.076,0.333,0.6,Sentinel-2
PR-0112,Ponta Grossa,PR,soja,1305.8,2023-07-30,0.342,0.074,0.287,0.3,Sentinel-2
PR-0112,Ponta Grossa,PR,soja,1305.8,2023-08-29,0.419,0.067,0.388,12.7,Sentinel-2
PR-0112,Ponta Grossa,PR,soja,1305.8,2023-09-28,0.528,0.062,0.452,17.0,Sentinel-2
PR-0112,Ponta Grossa,PR,soja,1305.8,2023-10-28,0.567,0.053,0.522,17.5,Sentinel-2
PR-0112,Ponta Grossa,PR,soja,1305.8,2023-11-27,0.52,0.075,0.464,7.7,Sentinel-2
PR-0113,Campo Mourão,PR,trigo,567.0,2023-01-01,0.361,0.035,0.315,3.3,Sentinel-2
PR-0113,Campo Mourão,PR,trigo,567.0,2023-01-31,0.341,0.032,0.289,10.7,Sentinel-2
PR-0113,Campo Mourão,PR,trigo,567.0,2023-03-02,0.403,0.02,0.341,11.4,Sentinel-2
PR-0113,Campo Mourão,PR,trigo,567.0,2023-04-01,0.224,0.042,0.234,5.6,Sentinel-2
PR-0113,Campo Mourão,PR,trigo,567.0,2023-05-01,0.287,0.063,0.235,5.6,Sentinel-2
PR-0113,Campo Mourão,PR,trigo,567.0,2023-05-31,0.407,0.071,0.334,6.1,Sentinel-2
PR-0113,Campo Mourão,PR,trigo,567.0,2023-06-30,0.428,0.022,0.354,8.9,Sentinel-2
PR-0113,Campo Mourão,PR,trigo,567.0,2023-07-30,0.351,0.041,0.254,17.2,Sentinel-2
PR-0113,Campo Mourão,PR,trigo,567.0,2023-08-29,0.406,0.098,0.37,1.6,Sentinel-2
PR-0113,Campo Mourão,PR,trigo,567.0,2023-09-28,0.457,0.068,0.396,1.4,Sentinel-2
PR-0113,Campo Mourão,PR,trigo,567.0,2023-10-28,0.447,0.067,0.397,24.3,Sentinel-2
PR-0113,Campo Mourão,PR,trigo,567.0,2023-11-27,0.46,0.081,0.403,9.2,Sentinel-2
PR-0114,Marechal Cândido Rondon,PR,cana-de-açúcar,1072.8,2023-01-01,0.599,0.056,0.522,13.0,Sentinel-2
PR-0114,Marechal Cândido Rondon,PR,cana-de-açúcar,1072.8,2023-01-31,0.618,0.072,0.516,3.3,Sentinel-2
PR-0114,Marechal Cândido Rondon,PR,cana-de-açúcar,1072.8,2023-03-02,0.484,0.046,0.427,8.8,Sentinel-2
PR-0114,Marechal Cândido Rondon,PR,cana-de-açúcar,1072.8,2023-04-01,0.499,0.035,0.429,4.9,Sentinel-2
PR-0114,Marechal Cândido Rondon,PR,cana-de-açúcar,1072.8,2023-05-01,0.345,0.042,0.287,2.1,Sentinel-2
PR-0114,Marechal Cândido Rondon,PR,cana-de-açúcar,1072.8,2023-05-31,0.669,0.049,0.594,14.9,Sentinel-2
PR-0114,Marechal Cândido Rondon,PR,cana-de-açúcar,1072.8,2023-06-30,0.564,0.073,0.517,1.4,Sentinel-2
PR-0114,Marechal Cândido Rondon,PR,cana-de-açúcar,1072.8,2023-07-30,0.486,0.048,0.42,1.5,Sentinel-2
PR-0114,Marechal Cândido Rondon,PR,cana-de-açúcar,1072.8,2023-08-29,0.469,0.018,0.411,1.0,Sentinel-2
PR-0114,Marechal Cândido Rondon,PR,cana-de-açúcar,1072.8,2023-09-28,0.549,0.086,0.476,4.7,Sentinel-2
PR-0114,Marechal Cândido Rondon,PR,cana-de-açúcar,1072.8,2023-10-28,0.558,0.07,0.478,30.5,Sentinel-2
PR-0114,Marechal Cândido Rondon,PR,cana-de-açúcar,1072.8,2023-11-27,0.472,0.073,0.428,29.7,Sentinel-2
PR-0115,Ponta Grossa,PR,trigo,408.4,2023-01-01,0.543,0.073,0.486,3.1,Sentinel-2
PR-0115,Ponta Grossa,PR,trigo,408.4,2023-01-31,0.746,0.093,0.65,29.7,Sentinel-2
PR-0115,Ponta Grossa,PR,trigo,408.4,2023-03-02,0.566,0.087,0.476,23.1,Sentinel-2
PR-0115,Ponta Grossa,PR,trigo,408.4,2023-04-01,0.665,0.086,0.575,1.3,Sentinel-2
PR-0115,Ponta Grossa,PR,trigo,408.4,2023-05-01,0.35,0.043,0.276,10.5,Sentinel-2
PR-0115,Ponta Grossa,PR,trigo,408.4,2023-05-31,0.63,0.069,0.542,6.4,Sentinel-2
PR-0115,Ponta Grossa,PR,trigo,408.4,2023-06-30,0.53,0.079,0.473,0.8,Sentinel-2
PR-0115,Ponta Grossa,PR,trigo,408.4,2023-07-30,0.469,0.087,0.418,7.0,Sentinel-2
PR-0115,Ponta Grossa,PR,trigo,408.4,2023-08-29,0.615,0.106,0.534,6.2,Sentinel-2
PR-0115,Ponta Grossa,PR,trigo,408.4,2023-09-28,0.673,0.032,0.596,0.7,Sentinel-2
PR-0115,Ponta Grossa,PR,trigo,408.4,2023-10-28,0.578,0.059,0.491,23.0,Sentinel-2
PR-0115,Ponta Grossa,PR,trigo,408.4,2023-11-27,0.787,0.076,0.674,1.3,Sentinel-2
PR-0116,Londrina,PR,trigo,1189.0,2023-01-01,0.628,0.078,0.587,0.7,Sentinel-2
PR-0116,Londrina,PR,trigo,1189.0,2023-01-31,0.618,0.057,0.517,39.2,Sentinel-2
PR-0116,Londrina,PR,trigo,1189.0,2023-03-02,0.68,0.044,0.61,4.4,Sentinel-2
PR-0116,Londrina,PR,trigo,1189.0,2023-04-01,0.376,0.069,0.32,7.1,Sentinel-2
PR-0116,Londrina,PR,trigo,1189.0,2023-05-01,0.634,0.067,0.512,34.5,Sentinel-2
PR-0116,Londrina,PR,trigo,1189.0,2023-05-31,0.605,0.106,0.547,11.3,Sentinel-2
PR-0116,Londrina,PR,trigo,1189.0,2023-06-30,0.666,0.071,0.597,6.5,Sentinel-2
PR-0116,Londrina,PR,trigo,1189.0,2023-07-30,0.512,0.052,0.413,1.2,Sentinel-2
PR-0116,Londrina,PR,trigo,1189.0,2023-08-29,0.612,0.078,0.527,14.0,Sentinel-2
PR-0116,Londrina,PR,trigo,1189.0,2023-09-28,0.639,0.069,0.541,6.6,Sentinel-2
PR-0116,Londrina,PR,trigo,1189.0,2023-10-28,0.625,0.061,0.559,25.0,Sentinel-2
PR-0116,Londrina,PR,trigo,1189.0,2023-11-27,0.651,0.071,0.547,8.5,Sentinel-2
PR-0117,Umuarama,PR,cana-de-açúcar,579.1,2023-01-01,0.901,0.066,0.731,7.3,Sentinel-2
PR-0117,Umuarama,PR,cana-de-açúcar,579.1,2023-01-31,0.76,0.045,0.679,4.6,Sentinel-2
PR-0117,Umuarama,PR,cana-de-açúcar,579.1,2023-03-02,0.743,0.09,0.683,3.7,Sentinel-2
PR-0117,Umuarama,PR,cana-de-açúcar,579.1,2023-04-01,0.723,0.06,0.625,2.4,Sentinel-2
PR-0117,Umuarama,PR,cana-de-açúcar,579.1,2023-05-01,0.626,0.054,0.515,3.5,Sentinel-2
PR-0117,Umuarama,PR,cana-de-açúcar,579.1,2023-05-31,0.704,0.078,0.618,8.1,Sentinel-2
PR-0117,Umuarama,PR,cana-de-açúcar,579.1,2023-06-30,0.697,0.058,0.599,0.6,Sentinel-2
PR-0117,Umuarama,PR,cana-de-açúcar,579.1,2023-07-30,0.794,0.07,0.717,11.6,Sentinel-2
PR-0117,Umuarama,PR,cana-de-açúcar,579.1,2023-08-29,0.626,0.053,0.537,14.9,Sentinel-2
PR-0117,Umuarama,PR,cana-de-açúcar,579.1,2023-09-28,0.82,0.065,0.699,9.6,Sentinel-2
PR-0117,Umuarama,PR,cana-de-açúcar,579.1,2023-10-28,0.678,0.079,0.583,1.2,Sentinel-2
PR-0117,Umuarama,PR,cana-de-açúcar,579.1,2023-11-27,0.79,0.053,0.722,4.2,Sentinel-2
PR-0118,Marechal Cândido Rondon,PR,soja,692.7,2023-01-01,0.482,0.073,0.441,14.2,Sentinel-2
PR-0118,Marechal Cândido Rondon,PR,soja,692.7,2023-01-31,0.387,0.036,0.333,6.4,Sentinel-2
PR-0118,Marechal Cândido Rondon,PR,soja,692.7,2023-03-02,0.472,0.05,0.403,13.7,Sentinel-2
PR-0118,Marechal Cândido Rondon,PR,soja,692.7,2023-04-01,0.48,0.08,0.407,3.0,Sentinel-2
PR-0118,Marechal Cândido Rondon,PR,soja,692.7,2023-05-01,0.27,0.088,0.256,11.5,Sentinel-2
PR-0118,Marechal Cândido Rondon,PR,soja,692.7,2023-05-31,0.304,0.043,0.291,0.2,Sentinel-2
PR-0118,Marechal Cândido Rondon,PR,soja,692.7,2023-06-30,0.418,0.047,0.371,2.1,Sentinel-2
PR-0118,Marechal Cândido Rondon,PR,soja,692.7,2023-07-30,0.347,0.067,0.309,0.7,Sentinel-2
PR-0118,Marechal Cândido Rondon,PR,soja,692.7,2023-08-29,0.326,0.027,0.314,11.3,Sentinel-2
PR-0118,Marechal Cândido Rondon,PR,soja,692.7,2023-09-28,0.551,0.069,0.482,12.6,Sentinel-2
PR-0118,Marechal Cândido Rondon,PR,soja,692.7,2023-10-28,0.435,0.059,0.39,0.5,Sentinel-2
PR-0118,Marechal Cândido Rondon,PR,soja,692.7,2023-11-27,0.522,0.043,0.425,12.2,Sentinel-2
PR-0119,Guarapuava,PR,milho,1783.4,2023-01-01,0.724,0.077,0.663,22.8,Sentinel-2
PR-0119,Guarapuava,PR,milho,1783.4,2023-01-31,0.805,0.078,0.695,1.4,Sentinel-2
PR-0119,Guarapuava,PR,milho,1783.4,2023-03-02,0.486,0.06,0.424,0.8,Sentinel-2
PR-0119,Guarapuava,PR,milho,1783.4,2023-04-01,0.836,0.057,0.726,2.0,Sentinel-2
PR-0119,Guarapuava,PR,milho,1783.4,2023-05-01,0.635,0.075,0.573,29.1,Sentinel-2
PR-0119,Guarapuava,PR,milho,1783.4,2023-05-31,0.514,0.071,0.455,5.6,Sentinel-2
PR-0119,Guarapuava,PR,milho,1783.4,2023-06-30,0.57,0.042,0.478,25.3,Sentinel-2
PR-0119,Guarapuava,PR,milho,1783.4,2023-07-30,0.531,0.068,0.479,3.8,Sentinel-2
PR-0119,Guarapuava,PR,milho,1783.4,2023-08-29,0.619,0.074,0.583,1.1,Sentinel-2
PR-0119,Guarapuava,PR,milho,1783.4,2023-09-28,0.906,0.068,0.795,11.5,Sentinel-2
PR-0119,Guarapuava,PR,milho,1783.4,2023-10-28,0.637,0.035,0.571,1.0,Sentinel-2
PR-0119,Guarapuava,PR,milho,1783.4,2023-11-27,0.707,0.054,0.642,3.0,Sentinel-2
PR-0120,Maringá,PR,milho,1684.1,2023-01-01,0.806,0.058,0.728,13.0,Sentinel-2
PR-0120,Maringá,PR,milho,1684.1,2023-01-31,0.481,0.078,0.411,0.1,Sentinel-2
PR-0120,Maringá,PR,milho,1684.1,2023-03-02,0.598,0.033,0.501,9.0,Sentinel-2
PR-0120,Maringá,PR,milho,1684.1,2023-04-01,0.768,0.075,0.682,9.5,Sentinel-2
PR-0120,Maringá,PR,milho,1684.1,2023-05-01,0.795,0.055,0.701,3.6,Sentinel-2
PR-0120,Maringá,PR,milho,1684.1,2023-05-31,0.554,0.064,0.495,14.9,Sentinel-2
PR-0120,Maringá,PR,milho,1684.1,2023-06-30,0.528,0.068,0.438,11.6,Sentinel-2
PR-0120,Maringá,PR,milho,1684.1,2023-07-30,0.664,0.063,0.551,11.3,Sentinel-2
PR-0120,Maringá,PR,milho,1684.1,2023-08-29,0.691,0.015,0.582,24.0,Sentinel-2
PR-0120,Maringá,PR,milho,1684.1,2023-09-28,0.82,0.084,0.711,1.3,Sentinel-2
PR-0120,Maringá,PR,milho,1684.1,2023-10-28,0.621,0.063,0.526,22.8,Sentinel-2
PR-0120,Maringá,PR,milho,1684.1,2023-11-27,0.686,0.092,0.603,14.2,Sentinel-2
PR-0121,Maringá,PR,soja,2917.6,2023-01-01,0.5,0.049,0.426,11.4,Sentinel-2
PR-0121,Maringá,PR,soja,2917.6,2023-01-31,0.702,0.047,0.59,5.4,Sentinel-2
PR-0121,Maringá,PR,soja,2917.6,2023-03-02,0.489,0.064,0.401,6.3,Sentinel-2
PR-0121,Maringá,PR,soja,2917.6,2023-04-01,0.572,0.069,0.474,0.1,Sentinel-2
PR-0121,Maringá,PR,soja,2917.6,2023-05-01,0.517,0.01,0.457,4.8,Sentinel-2
PR-0121,Maringá,PR,soja,2917.6,2023-05-31,0.456,0.073,0.379,0.3,Sentinel-2
PR-0121,Maringá,PR,soja,2917.6,2023-06-30,0.555,0.086,0.491,1.4,Sentinel-2
PR-0121,Maringá,PR,soja,2917.6,2023-07-30,0.286,0.044,0.256,3.9,Sentinel-2
PR-0121,Maringá,PR,soja,2917.6,2023-08-29,0.501,0.034,0.411,6.2,Sentinel-2
PR-0121,Maringá,PR,soja,2917.6,2023-09-28,0.578,0.035,0.507,1.4,Sentinel-2
PR-0121,Maringá,PR,soja,2917.6,2023-10-28,0.643,0.065,0.543,9.0,Sentinel-2
PR-0121,Maringá,PR,soja,2917.6,2023-11-27,0.517,0.062,0.434,0.5,Sentinel-2
PR-0122,Guarapuava,PR,soja,428.2,2023-01-01,0.624,0.087,0.585,3.3,Sentinel-2
PR-0122,Guarapuava,PR,soja,428.2,2023-01-31,0.755,0.075,0.668,3.5,Sentinel-2
PR-0122,Guarapuava,PR,soja,428.2,2023-03-02,0.633,0.084,0.551,7.2,Sentinel-2
PR-0122,Guarapuava,PR,soja,428.2,2023-04-01,0.865,0.066,0.748,2.9,Sentinel-2
PR-0122,Guarapuava,PR,soja,428.2,2023-05-01,0.63,0.063,0.537,15.9,Sentinel-2
PR-0122,Guarapuava,PR,soja,428.2,2023-05-31,0.739,0.021,0.625,2.5,Sentinel-2
PR-0122,Guarapuava,PR,soja,428.2,2023-06-30,0.596,0.035,0.538,4.0,Sentinel-2
PR-0122,Guarapuava,PR,soja,428.2,2023-07-30,0.631,0.027,0.533,0.8,Sentinel-2
PR-0122,Guarapuava,PR,soja,428.2,2023-08-29,0.599,0.044,0.487,3.3,Sentinel-2
PR-0122,Guarapuava,PR,soja,428.2,2023-09-28,0.717,0.046,0.611,4.6,Sentinel-2
PR-0122,Guarapuava,PR,soja,428.2,2023-10-28,0.526,0.061,0.467,6.1,Sentinel-2
PR-0122,Guarapuava,PR,soja,428.2,2023-11-27,0.534,0.059,0.47,44.6,Sentinel-2
PR-0123,Londrina,PR,milho,1892.5,2023-01-01,0.648,0.034,0.551,6.7,Sentinel-2
PR-0123,Londrina,PR,milho,1892.5,2023-01-31,0.628,0.039,0.542,3.4,Sentinel-2
PR-0123,Londrina,PR,milho,1892.5,2023-03-02,0.878,0.077,0.747,8.7,Sentinel-2
PR-0123,Londrina,PR,milho,1892.5,2023-04-01,0.677,0.052,0.608,2.3,Sentinel-2
PR-0123,Londrina,PR,milho,1892.5,2023-05-01,0.422,0.057,0.328,7.9,Sentinel-2
PR-0123,Londrina,PR,milho,1892.5,2023-05-31,0.527,0.047,0.457,5.5,Sentinel-2
PR-0123,Londrina,PR,milho,1892.5,2023-06-30,0.481,0.028,0.433,8.1,Sentinel-2
PR-0123,Londrina,PR,milho,1892.5,2023-07-30,0.564,0.074,0.454,19.0,Sentinel-2
PR-0123,Londrina,PR,milho,1892.5,2023-08-29,0.777,0.047,0.689,5.0,Sentinel-2
PR-0123,Londrina,PR,milho,1892.5,2023-09-28,0.71,0.062,0.65,11.6,Sentinel-2
PR-0123,Londrina,PR,milho,1892.5,2023-10-28,0.749,0.043,0.68,8.0,Sentinel-2
